message	correspondent	direction	tweet	word1	word2	word3	time	subject	thread	length
t833	111	from	mention				1344387592		t1563	
t831	111	from	mention				1344384513		t1563	
t1436	111	to	mention				1347494816		t1701	
t1149	111	to	mention				1347754503		t1710	
t417	111	from	mention				1347754582		t1710	
t416	111	from	mention				1347754645		t1710	
t207	111	from	mention				1347754848		t1710	
t410	111	from	mention				1347754995		t1710	
t742	111	from	mention				1347755789		t1710	
t1052	111	from	mention				1347755043		t1712	
t214	111	to	mention				1347931818		t1712	
t389	111	from	mention				1347932253		t1712	
t1458	111	from	mention				1347931931		t1715	
t1555	111	to	mention				1347929726		t1716	
t1398	111	to	mention				1347929722		t1717	
t734	111	to	mention				1347929797		t1718	
t490	111	from	mention				1347932399		t1718	
t1705	111	to	mention				1347930491		t1719	
t708	111	to	mention				1347932197		t1720	
t324	111	from	mention				1347927379		t1722	
t857	111	to	mention				1348017809		t1722	
t547	111	from	mention				1348708469		t1750	
t1339	111	to	mention				1348879804		t1767	
t1392	111	to	mention				1349228257		t1777	
t737	111	to	mention				1349228343		t1778	
t460	111	from	mention				1349222519		t1778	
t1111	111	to	mention				1349226671		t1778	
t718	111	to	mention				1349226704		t1778	
t432	111	from	mention				1349226975		t1778	
t492	111	from	mention				1349226922		t1778	
t714	111	to	mention				1349227038		t1778	
t713	111	to	mention				1349227024		t1778	
t715	111	to	mention				1349227035		t1778	
t431	111	from	mention				1349227503		t1778	
t414	111	from	mention				1349228309		t1778	
t1598	111	from	mention				1349227356		t1779	
t1462	111	from	mention				1349222579		t1783	
t474	111	from	mention				1349397996		t1794	
t719	111	to	mention				1349397439		t1794	
t437	111	from	mention				1349397648		t1794	
t726	111	to	mention				1349400314		t1794	
t1117	111	to	mention				1350005313		t1819	
t1511	111	to	mention				1350263616		t1836	
t1704	111	to	mention				1350523109		t1881	
t720	111	to	mention				1350609513		t1901	
t1574	111	from	mention				1350951288		t1994	
t1454	111	from	mention				1351819409		t2020	
t723	111	to	mention				1352160318		t2038	
t485	111	from	mention				1352766183		t2057	
t728	111	to	mention				1352766881		t2057	
t445	111	from	mention				1352766919		t2057	
t957	111	from	mention				1352338657		t2063	
t1082	111	to	mention				1352767327		t2082	
t1066	111	from	mention				1352770656		t2082	
t1240	111	from	mention				1352769427		t2085	
t1210	111	from	mention				1352768164		t2092	
t704	111	from	mention				1352855185		t2092	
t1210	111	from	mention				1352768164		t2093	
t900	111	from	mention				1352854709		t2097	
t700	111	from	mention				1352854766		t2097	
t698	111	to	mention				1352854979		t2097	
t411	111	from	mention				1352855081		t2097	
t743	111	from	mention				1352855163		t2097	
t745	111	to	mention				1352855208		t2097	
t900	111	from	mention				1352854709		t2098	
t1146	111	to	mention				1353114689		t2115	
t1263	111	from	mention				1353114963		t2116	
t705	111	from	mention				1353115091		t2116	
t1562	111	to	mention				1353115218		t2116	
t1263	111	from	mention				1353114963		t2117	
t353	111	from	mention				1353459445		t2141	
t702	111	from	mention				1353459696		t2141	
t746	111	from	mention				1353459967		t2141	
t1307	111	to	mention				1353459281		t2142	
t730	111	to	mention				1353459724		t2145	
t18	111	from	mention				1353458013		t2145	
t706	111	from	mention				1353458235		t2145	
t699	111	to	mention				1353458344		t2145	
t393	111	from	mention				1353460012		t2145	
t747	111	to	mention				1353634413		t2160	
t528	111	from	mention				1354930147		t2190	
t729	111	to	mention				1354925164		t2190	
t733	111	from	mention				1355185627		t2241	
t325	111	from	mention				1355186796		t2241	
t707	111	from	mention				1355186715		t2241	
t701	111	to	mention				1355184569		t2241	
t733	111	from	mention				1355185627		t2242	
t1267	111	to	mention				1355789257		t2345	
t520	111	from	mention				1355789643		t2346	
t727	111	to	mention				1355789767		t2346	
t412	111	from	mention				1355876148		t2346	
t1225	111	to	mention				1356742293		t2374	
t711	111	to	mention				1356742399		t2382	
t532	111	from	mention				1356742725		t2382	
t735	111	to	mention				1356742529		t2383	
t513	111	from	mention				1356742744		t2383	
t732	111	to	mention				1356742826		t2383	
t458	111	from	mention				1356742953		t2383	
t1077	111	from	mention				1356830429		t2384	
t53	112	to	mention				1336438439		t780	
t51	112	to	mention				1336698363		t798	
t82	112	to	mention				1337734679		t873	
t45	112	to	mention				1337735156		t880	
t679	112	to	mention				1337731436		t882	
t61	112	to	mention				1337821624		t889	
t197	112	to	mention				1337822208		t892	
t196	112	to	mention				1337822171		t893	
t52	112	to	mention				1338509105		t968	
t62	112	to	mention				1339288518		t1033	
t298	112	to	mention				1339720338		t1059	
t1358	112	to	mention				1340323473		t1155	
t1356	112	to	mention				1340673082		t1200	
t1203	112	to	mention				1341448705		t1286	
t44	112	to	mention				1341448863		t1294	
t678	112	to	mention				1341449407		t1295	
t571	112	to	mention				1342137975		t1402	
t595	112	to	mention				1342228102		t1420	
t1357	112	from	mention				1342311937		t1427	
t1172	112	from	mention				1346462785		t1627	
t1009	112	from	mention				1346463521		t1628	
t1643	112	from	mention				1346457806		t1629	
t205	112	from	mention				1346457899		t1629	
t1646	112	from	mention				1346463036		t1631	
t1062	112	from	mention				1346893739		t1657	
t587	112	from	mention				1348963469		t1775	
t48	112	from	mention				1348966844		t1775	
t1161	112	from	mention				1349224323		t1788	
t47	112	from	mention				1349655359		t1815	
t55	112	to	mention				1349655974		t1815	
t366	112	from	mention				1349657175		t1815	
t371	112	from	mention				1349659998		t1815	
t376	112	from	mention				1349660245		t1815	
t86	112	from	mention				1349660208		t1815	
t919	112	from	mention				1350348119		t1838	
t885	112	from	mention				1350348424		t1839	
t1586	112	from	mention				1350348712		t1840	
t1682	112	from	mention				1350348836		t1841	
t564	112	from	mention				1350349754		t1843	
t798	112	from	mention				1350350433		t1843	
t1572	112	from	mention				1350349695		t1844	
t948	112	from	mention				1350347901		t1845	
t1323	112	to	mention				1350348033		t1846	
t367	112	from	mention				1350348202		t1846	
t323	112	from	mention				1350348555		t1846	
t905	112	from	mention				1350348315		t1847	
t208	112	from	mention				1350348453		t1848	
t1011	112	from	mention				1350349116		t1850	
t1222	112	from	mention				1350349155		t1851	
t50	112	from	mention				1350347696		t1859	
t49	112	from	mention				1350432876		t1860	
t308	112	from	mention				1350433904		t1860	
t395	112	from	mention				1350518883		t1884	
t46	112	to	mention				1350518969		t1884	
t503	112	from	mention				1350694162		t1963	
t886	112	from	mention				1351042053		t1999	
t1071	112	from	mention				1352073899		t2035	
t990	112	to	mention				1352251739		t2039	
t370	112	from	mention				1352247696		t2039	
t368	112	from	mention				1352248199		t2039	
t369	112	from	mention				1352249943		t2039	
t63	112	to	mention				1352250776		t2039	
t1072	112	from	mention				1352252298		t2040	
t1043	112	from	mention				1352247044		t2042	
t1273	112	from	mention				1352247374		t2044	
t577	112	from	mention				1352334719		t2044	
t1273	112	from	mention				1352247374		t2045	
t555	112	from	mention				1353115476		t2118	
t57	112	to	mention				1353115444		t2118	
t1559	112	to	mention				1353461264		t2146	
t54	112	from	mention				1353456153		t2148	
t572	112	from	mention				1353542944		t2148	
t54	112	from	mention				1353456153		t2149	
t1409	112	to	mention				1353545433		t2150	
t1345	112	to	mention				1353545534		t2151	
t1716	112	from	mention				1353547781		t2153	
t537	112	from	mention				1353543329		t2155	
t56	112	to	mention				1353542669		t2155	
t1714	112	from	mention				1353543261		t2156	
t1355	112	to	mention				1356139248		t2357	
t947	112	from	dm				1349657436		dm112	
t1137	112	to	dm				1349660429		dm112	
t1451	114	to	mention				1333157227		t498	
t1536	114	to	mention				1333414747		t504	
t816	114	to	mention				1334275908		t582	
t1534	114	to	mention				1335229335		t670	
t1684	114	to	mention				1337735947		t868	
t1537	114	to	mention				1338425733		t950	
t859	114	to	mention				1339205482		t1029	
t1535	114	to	mention				1340670085		t1198	
t254	114	to	mention				1343262576		t1518	
t1538	114	to	mention				1350433301		t1862	
t1070	114	to	mention				1356135641		t2356	
t1171	114	to	dm				1340067696		dm114	
t1616	114	from	dm				1340068807		dm114	
t619	118	to	mention				1331773165		t379	
t822	118	to	mention				1331773668		t380	
t819	118	to	mention				1331775205		t381	
t1341	118	to	mention				1334970993		t637	
t1719	118	to	mention				1335489464		t689	
t30	118	to	mention				1335748638		t715	
t31	118	to	mention				1335748616		t716	
t1144	118	to	mention				1335748859		t717	
t1268	118	to	mention				1336441139		t777	
t824	118	to	mention				1337735924		t866	
t818	118	to	mention				1337731327		t872	
t823	118	to	mention				1340067979		t1114	
t821	118	to	mention				1340237302		t1138	
t817	118	to	mention				1340412919		t1160	
t820	118	to	mention				1340414103		t1167	
t1633	118	to	mention				1350090044		t1826	
t1713	118	from	mention				1350090244		t1827	
t1277	118	from	mention				1350176909		t1828	
t1603	118	from	mention				1351385966		t2007	
t1082	118	to	mention				1352767327		t2082	
t1066	118	from	mention				1352770656		t2082	
t1240	118	from	mention				1352769427		t2085	
t671	124	to	mention				1340413668		t1164	
t629	124	to	mention				1342139017		t1392	
t673	124	to	mention				1342137869		t1393	
t669	124	to	mention				1342140371		t1397	
t670	124	to	mention				1342141106		t1398	
t962	124	from	mention				1342486526		t1432	
t1567	124	from	mention				1342831233		t1475	
t434	124	from	mention				1342916081		t1478	
t1174	124	from	mention				1342918804		t1480	
t1060	124	from	mention				1346113761		t1619	
t668	124	to	mention				1346113881		t1619	
t515	124	from	mention				1346113995		t1619	
t674	124	to	mention				1346114126		t1619	
t672	124	to	mention				1346114197		t1619	
t499	124	from	mention				1346114478		t1619	
t409	124	from	mention				1346114835		t1621	
t175	124	to	mention				1346115573		t1621	
t1713	124	from	mention				1350090244		t1827	
t783	124	from	mention				1355793865		t2343	
t23	124	to	mention				1355789778		t2343	
t504	124	from	mention				1355790607		t2343	
t783	124	from	mention				1355793865		t2344	
t1464	124	from	mention				1356221343		t2361	
t1191	124	from	dm				1342138027		dm124	
t1258	124	to	dm				1342138091		dm124	
t1217	124	to	dm				1342138136		dm124	
t1336	124	from	dm				1342138301		dm124	
t1233	124	to	dm				1342141275		dm124	
t1023	124	to	dm				1342141296		dm124	
t1257	124	to	dm				1344559574		dm124	
t1253	124	from	dm				1344560245		dm124	
t1196	124	to	dm				1347412289		dm124	
t1328	124	from	dm				1347413377		dm124	
t1343	124	from	dm				1355875871		dm124	
t1200	124	to	dm				1355876152		dm124	
t1577	124	to	dm				1355876436		dm124	
t1319	124	from	dm				1355876478		dm124	
t1321	124	from	dm				1355876744		dm124	
t7	124	to	dm				1355877427		dm124	
t1199	124	to	dm				1355877441		dm124	
t1034	124	to	dm				1355877487		dm124	
t1314	124	from	dm				1355878679		dm124	
t1320	124	to	dm				1355879962		dm124	
t1259	124	to	dm				1355880075		dm124	
t1246	124	from	dm				1355880618		dm124	
t965	124	from	dm				1355881161		dm124	
t1202	124	from	dm				1356826095		dm124	
t1678	124	from	dm				1356826601		dm124	
t1091	124	from	dm				1356831352		dm124	
